pokemon,abilities,types,egg_groups,moves,pokedex_entry
dedenne,"['cheek-pouch', 'pickup', 'plus']","['electric', 'fairy']","['ground', 'fairy']","['thunder-punch', 'cut', 'tackle', 'take-down', 'tail-whip', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'double-team', 'light-screen', 'swift', 'flash', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'charge', 'helping-hand', 'recycle', 'secret-power', 'signal-beam', 'aerial-ace', 'covet', 'shock-wave', 'natural-gift', 'u-turn', 'fling', 'last-resort', 'magnet-rise', 'seed-bomb', 'giga-impact', 'discharge', 'grass-knot', 'charge-beam', 'electro-ball', 'entrainment', 'round', 'ally-switch', 'retaliate', 'volt-switch', 'electroweb', 'wild-charge', 'parabolic-charge', 'draining-kiss', 'misty-terrain', 'play-rough', 'confide', 'eerie-impulse', 'electric-terrain', 'dazzling-gleam', 'nuzzle', 'tearful-look', 'rising-voltage', 'tera-blast', 'trailblaze']",能用鬍鬚接收來自夥伴們 的電波，藉此向彼此分享 哪裡有食物或電力。
carbink,"['clear-body', 'sturdy']","['rock', 'fairy']","['fairy', 'mineral']","['tackle', 'body-slam', 'take-down', 'hyper-beam', 'rock-throw', 'toxic', 'psychic', 'double-team', 'harden', 'light-screen', 'reflect', 'flash', 'explosion', 'rest', 'rock-slide', 'sharpen', 'substitute', 'snore', 'flail', 'protect', 'spikes', 'sandstorm', 'endure', 'charm', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'hail', 'facade', 'nature-power', 'magic-coat', 'skill-swap', 'secret-power', 'rock-tomb', 'sand-tomb', 'iron-defense', 'covet', 'calm-mind', 'rock-blast', 'gravity', 'gyro-ball', 'guard-swap', 'magnet-rise', 'rock-polish', 'power-gem', 'earth-power', 'giga-impact', 'flash-cannon', 'trick-room', 'iron-head', 'stone-edge', 'stealth-rock', 'guard-split', 'wonder-room', 'telekinesis', 'smack-down', 'heavy-slam', 'after-you', 'round', 'ally-switch', 'misty-terrain', 'moonblast', 'confide', 'dazzling-gleam', 'stomping-tantrum', 'body-press', 'meteor-beam', 'misty-explosion', 'terrain-pulse', 'tera-blast']",ちかふかくの　こうおん　こうあつな かんきょうで　うまれた。あたまの いしから　エネルギーを　はなつ。
goomy,"['sap-sipper', 'hydration', 'gooey']",['dragon'],['dragon'],"['tackle', 'body-slam', 'take-down', 'water-gun', 'counter', 'absorb', 'thunderbolt', 'toxic', 'double-team', 'bide', 'bubble', 'acid-armor', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'sludge-bomb', 'outrage', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'secret-power', 'muddy-water', 'mud-shot', 'poison-tail', 'shock-wave', 'water-pulse', 'dragon-pulse', 'draco-meteor', 'sludge-wave', 'round', 'confide', 'infestation', 'life-dew', 'skitter-smack', 'tera-blast', 'chilling-water']",Il suo corpo è coperto da una membrana viscida che fa scivolare e devia i colpi dei nemici.
sliggoo,"['sap-sipper', 'hydration', 'gooey']",['dragon'],['dragon'],"['tackle', 'body-slam', 'take-down', 'water-gun', 'ice-beam', 'blizzard', 'absorb', 'thunderbolt', 'thunder', 'toxic', 'double-team', 'bide', 'bubble', 'acid-armor', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'sludge-bomb', 'outrage', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'secret-power', 'muddy-water', 'mud-shot', 'shock-wave', 'water-pulse', 'dragon-pulse', 'draco-meteor', 'sludge-wave', 'acid-spray', 'round', 'confide', 'infestation', 'skitter-smack', 'tera-blast', 'chilling-water']",なんでも　とかしてしまう　ねんえきを ぶんぴつして　てきを　げきたいする。 めだまは　たいかして　みえていない。
goodra,"['sap-sipper', 'hydration', 'gooey']",['dragon'],['dragon'],"['mega-punch', 'fire-punch', 'thunder-punch', 'mega-kick', 'tackle', 'body-slam', 'take-down', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'absorb', 'thunderbolt', 'thunder', 'earthquake', 'toxic', 'double-team', 'bide', 'fire-blast', 'bubble', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'sludge-bomb', 'outrage', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'hail', 'facade', 'focus-punch', 'superpower', 'secret-power', 'weather-ball', 'muddy-water', 'dragon-claw', 'mud-shot', 'poison-tail', 'shock-wave', 'water-pulse', 'feint', 'assurance', 'aqua-tail', 'dragon-pulse', 'focus-blast', 'giga-impact', 'draco-meteor', 'power-whip', 'sludge-wave', 'acid-spray', 'round', 'incinerate', 'bulldoze', 'dragon-tail', 'confide', 'infestation', 'laser-focus', 'brutal-swing', 'stomping-tantrum', 'tearful-look', 'body-press', 'breaking-swipe', 'skitter-smack', 'tera-blast', 'chilling-water']",ひとなつっこい　ドラゴンポケモン。 だいすきな　トレーナーに　だきついて ねんえきで　ヌルヌルにしてしまう。
klefki,"['prankster', 'magician']","['steel', 'fairy']",['mineral'],"['cut', 'tackle', 'hyper-beam', 'thunder-wave', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'spikes', 'lock-on', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'torment', 'facade', 'magic-coat', 'recycle', 'imprison', 'secret-power', 'astonish', 'metal-sound', 'iron-defense', 'covet', 'calm-mind', 'heal-block', 'last-resort', 'magnet-rise', 'switcheroo', 'giga-impact', 'mirror-shot', 'flash-cannon', 'defog', 'trick-room', 'psyshock', 'magic-room', 'foul-play', 'round', 'stored-power', 'draining-kiss', 'crafty-shield', 'misty-terrain', 'play-rough', 'fairy-wind', 'fairy-lock', 'confide', 'dazzling-gleam', 'steel-beam', 'tera-blast']",カギを　あつめる　しゅうせい。 てきに　おそわれると　ジャラジャラと カギを　うちならして　いかくする。
phantump,"['natural-cure', 'frisk', 'harvest']","['ghost', 'grass']","['plant', 'indeterminate']","['cut', 'tackle', 'disable', 'strength', 'leech-seed', 'growth', 'solar-beam', 'dig', 'toxic', 'psychic', 'double-team', 'confuse-ray', 'reflect', 'dream-eater', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'feint-attack', 'destiny-bond', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'sunny-day', 'shadow-ball', 'rock-smash', 'will-o-wisp', 'facade', 'nature-power', 'trick', 'role-play', 'ingrain', 'magic-coat', 'skill-swap', 'imprison', 'grudge', 'secret-power', 'astonish', 'magical-leaf', 'worry-seed', 'sucker-punch', 'poison-jab', 'dark-pulse', 'seed-bomb', 'energy-ball', 'shadow-claw', 'trick-room', 'grass-knot', 'wood-hammer', 'telekinesis', 'foul-play', 'round', 'ally-switch', 'hex', 'bestow', 'bulldoze', 'horn-leech', 'phantom-force', 'forests-curse', 'confide', 'venom-drench', 'power-up-punch', 'branch-poke', 'grassy-glide', 'skitter-smack', 'poltergeist']",くさった　きりかぶに　たましいが やどり　ポケモンに　なった。 ひとの　よりつかない　もりに　すむ。
trevenant,"['natural-cure', 'frisk', 'harvest']","['ghost', 'grass']","['plant', 'indeterminate']","['cut', 'tackle', 'hyper-beam', 'strength', 'leech-seed', 'growth', 'solar-beam', 'earthquake', 'dig', 'toxic', 'psychic', 'double-team', 'confuse-ray', 'reflect', 'dream-eater', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'feint-attack', 'destiny-bond', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'sunny-day', 'shadow-ball', 'rock-smash', 'will-o-wisp', 'facade', 'nature-power', 'trick', 'role-play', 'ingrain', 'magic-coat', 'skill-swap', 'imprison', 'secret-power', 'astonish', 'block', 'magical-leaf', 'calm-mind', 'worry-seed', 'poison-jab', 'dark-pulse', 'seed-bomb', 'x-scissor', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'shadow-claw', 'trick-room', 'leaf-storm', 'grass-knot', 'wood-hammer', 'hone-claws', 'telekinesis', 'foul-play', 'round', 'ally-switch', 'hex', 'bulldoze', 'horn-leech', 'phantom-force', 'forests-curse', 'confide', 'venom-drench', 'power-up-punch', 'brutal-swing', 'branch-poke', 'grassy-glide', 'skitter-smack', 'poltergeist']",ほかの　きぎを　じざいに　あやつる。 もりを　あらす　にんげんは　しぬまで もりから　でられないようにするのだ。
pumpkaboo-average,"['pickup', 'frisk', 'insomnia']","['ghost', 'grass']",['indeterminate'],"['disable', 'flamethrower', 'leech-seed', 'razor-leaf', 'solar-beam', 'toxic', 'psychic', 'double-team', 'confuse-ray', 'light-screen', 'fire-blast', 'dream-eater', 'flash', 'explosion', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'destiny-bond', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'synthesis', 'hidden-power', 'sunny-day', 'shadow-ball', 'rock-smash', 'will-o-wisp', 'facade', 'nature-power', 'trick', 'role-play', 'magic-coat', 'skill-swap', 'imprison', 'secret-power', 'astonish', 'bullet-seed', 'gyro-ball', 'worry-seed', 'dark-pulse', 'seed-bomb', 'energy-ball', 'shadow-sneak', 'trick-room', 'grass-knot', 'charge-beam', 'telekinesis', 'flame-charge', 'foul-play', 'round', 'ally-switch', 'hex', 'incinerate', 'bestow', 'trick-or-treat', 'confide', 'mystical-fire', 'grassy-glide', 'skitter-smack', 'poltergeist']",じょうぶつできない　たましいを かぼちゃの　からだに　いれている。 ひぐれと　ともに　うごきはじめる。
gourgeist-average,"['pickup', 'frisk', 'insomnia']","['ghost', 'grass']",['indeterminate'],"['flamethrower', 'hyper-beam', 'leech-seed', 'razor-leaf', 'solar-beam', 'toxic', 'psychic', 'double-team', 'confuse-ray', 'light-screen', 'fire-blast', 'dream-eater', 'flash', 'explosion', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'synthesis', 'hidden-power', 'sunny-day', 'shadow-ball', 'rock-smash', 'will-o-wisp', 'facade', 'nature-power', 'trick', 'role-play', 'magic-coat', 'skill-swap', 'imprison', 'secret-power', 'astonish', 'bullet-seed', 'gyro-ball', 'worry-seed', 'dark-pulse', 'seed-bomb', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'shadow-sneak', 'trick-room', 'power-whip', 'grass-knot', 'charge-beam', 'telekinesis', 'flame-charge', 'foul-play', 'round', 'ally-switch', 'hex', 'incinerate', 'phantom-force', 'trick-or-treat', 'moonblast', 'confide', 'mystical-fire', 'brutal-swing', 'grassy-glide', 'skitter-smack', 'poltergeist']",しんげつの　よるに　ぶきみな　こえで うたいながら　まちなかを　さまよう。 その　うたを　きくと　のろわれる。
bergmite,"['own-tempo', 'ice-body', 'sturdy']",['ice'],"['monster', 'mineral']","['tackle', 'body-slam', 'take-down', 'double-edge', 'bite', 'mist', 'surf', 'ice-beam', 'blizzard', 'strength', 'toxic', 'double-team', 'recover', 'harden', 'barrier', 'flash', 'rest', 'rock-slide', 'sharpen', 'substitute', 'snore', 'curse', 'powder-snow', 'protect', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'rapid-spin', 'hidden-power', 'rain-dance', 'crunch', 'mirror-coat', 'rock-smash', 'hail', 'facade', 'secret-power', 'ice-ball', 'rock-tomb', 'icicle-spear', 'iron-defense', 'water-pulse', 'gyro-ball', 'rock-polish', 'avalanche', 'ice-fang', 'flash-cannon', 'stone-edge', 'after-you', 'round', 'bulldoze', 'frost-breath', 'confide', 'aurora-veil', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water']",からだを　おおう　こおりが　てきの こうげきを　ふせぐ。わられても れいきで　すぐに　こおりを　はる。
avalugg,"['own-tempo', 'ice-body', 'sturdy']",['ice'],"['monster', 'mineral']","['tackle', 'body-slam', 'take-down', 'double-edge', 'bite', 'roar', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'earthquake', 'toxic', 'double-team', 'recover', 'harden', 'skull-bash', 'flash', 'rest', 'rock-slide', 'sharpen', 'substitute', 'snore', 'curse', 'powder-snow', 'protect', 'scary-face', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'rapid-spin', 'hidden-power', 'rain-dance', 'crunch', 'rock-smash', 'hail', 'facade', 'superpower', 'secret-power', 'ice-ball', 'rock-tomb', 'icicle-spear', 'iron-defense', 'block', 'water-pulse', 'gyro-ball', 'rock-polish', 'giga-impact', 'avalanche', 'ice-fang', 'flash-cannon', 'iron-head', 'stone-edge', 'wide-guard', 'heavy-slam', 'after-you', 'round', 'bulldoze', 'frost-breath', 'icicle-crash', 'confide', 'high-horsepower', 'stomping-tantrum', 'body-press', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water']",こおりついた　からだは　こうてつの ように　かたい。たちふさがる　ものを きょたいで　おしつぶし　いどうする。
noibat,"['frisk', 'infiltrator', 'telepathy']","['flying', 'dragon']","['flying', 'dragon']","['razor-wind', 'cut', 'gust', 'wing-attack', 'whirlwind', 'fly', 'tackle', 'take-down', 'bite', 'supersonic', 'absorb', 'solar-beam', 'toxic', 'psychic', 'agility', 'screech', 'double-team', 'swift', 'dream-eater', 'leech-life', 'sky-attack', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'protect', 'outrage', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'sunny-day', 'shadow-ball', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'brick-break', 'snatch', 'secret-power', 'hyper-voice', 'air-cutter', 'aerial-ace', 'dragon-claw', 'water-pulse', 'roost', 'tailwind', 'u-turn', 'dark-pulse', 'air-slash', 'x-scissor', 'dragon-pulse', 'dragon-rush', 'switcheroo', 'shadow-claw', 'defog', 'draco-meteor', 'round', 'echoed-voice', 'acrobatics', 'wild-charge', 'hurricane', 'confide', 'dual-wingbeat', 'tera-blast']",まっくらな　どうくつで　くらす。 ２０まんヘルツの　ちょうおんぱを おおきな　みみから　はっしゃする。
noivern,"['frisk', 'infiltrator', 'telepathy']","['flying', 'dragon']","['flying', 'dragon']","['razor-wind', 'cut', 'gust', 'wing-attack', 'whirlwind', 'fly', 'tackle', 'body-slam', 'take-down', 'bite', 'supersonic', 'flamethrower', 'hyper-beam', 'absorb', 'solar-beam', 'toxic', 'psychic', 'agility', 'screech', 'double-team', 'swift', 'dream-eater', 'leech-life', 'sky-attack', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'outrage', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'moonlight', 'hidden-power', 'sunny-day', 'shadow-ball', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'brick-break', 'snatch', 'secret-power', 'hyper-voice', 'air-cutter', 'aerial-ace', 'dragon-claw', 'dragon-dance', 'water-pulse', 'roost', 'tailwind', 'u-turn', 'dark-pulse', 'air-slash', 'x-scissor', 'dragon-pulse', 'focus-blast', 'giga-impact', 'shadow-claw', 'defog', 'draco-meteor', 'hone-claws', 'round', 'echoed-voice', 'acrobatics', 'dragon-tail', 'wild-charge', 'hurricane', 'boomburst', 'confide', 'laser-focus', 'dual-wingbeat', 'tera-blast']",つきあかりすら　ない　やみよを　とび ゆだんしている　えものを　おそう。 くらやみの　たたかいでは　むてきだ。
xerneas,['fairy-aura'],['fairy'],['no-eggs'],"['cut', 'tackle', 'body-slam', 'take-down', 'roar', 'aurora-beam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'swift', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'outrage', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'megahorn', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'hail', 'facade', 'nature-power', 'ingrain', 'endeavor', 'secret-power', 'hyper-voice', 'aromatherapy', 'block', 'calm-mind', 'gravity', 'close-combat', 'night-slash', 'focus-blast', 'giga-impact', 'zen-headbutt', 'flash-cannon', 'defog', 'grass-knot', 'wonder-room', 'psyshock', 'round', 'echoed-voice', 'heal-pulse', 'horn-leech', 'draining-kiss', 'misty-terrain', 'play-rough', 'moonblast', 'confide', 'geomancy', 'dazzling-gleam', 'laser-focus', 'smart-strike', 'misty-explosion', 'terrain-pulse']",えいえんの　いのちを　わけあたえると いわれている。じゅもくの　すがたで １０００ねん　ねむり　ふっかつする。
yveltal,['dark-aura'],"['dark', 'flying']",['no-eggs'],"['razor-wind', 'cut', 'gust', 'fly', 'body-slam', 'disable', 'hyper-beam', 'toxic', 'psychic', 'double-team', 'swift', 'dream-eater', 'sky-attack', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'protect', 'endure', 'swagger', 'steel-wing', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'heat-wave', 'torment', 'facade', 'taunt', 'knock-off', 'secret-power', 'hyper-voice', 'aerial-ace', 'block', 'dragon-claw', 'roost', 'tailwind', 'u-turn', 'payback', 'embargo', 'sucker-punch', 'dark-pulse', 'air-slash', 'dragon-rush', 'focus-blast', 'giga-impact', 'shadow-claw', 'zen-headbutt', 'defog', 'hone-claws', 'foul-play', 'round', 'sky-drop', 'acrobatics', 'hurricane', 'snarl', 'phantom-force', 'confide', 'oblivion-wing', 'laser-focus', 'lash-out', 'dual-wingbeat']",つばさと　おばねを　ひろげて　あかく かがやくとき　いきものの　いのちを すいとる　でんせつの　ポケモン。
zygarde-50,['aura-break'],"['dragon', 'ground']",['no-eggs'],"['bind', 'body-slam', 'bite', 'hyper-beam', 'strength', 'earthquake', 'dig', 'toxic', 'double-team', 'haze', 'swift', 'glare', 'rest', 'rock-slide', 'substitute', 'snore', 'reversal', 'spite', 'protect', 'outrage', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'dragon-breath', 'iron-tail', 'hidden-power', 'sunny-day', 'crunch', 'extreme-speed', 'rock-smash', 'facade', 'superpower', 'brick-break', 'secret-power', 'camouflage', 'hyper-voice', 'block', 'dragon-dance', 'shock-wave', 'payback', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'zen-headbutt', 'draco-meteor', 'stone-edge', 'grass-knot', 'sludge-wave', 'coil', 'round', 'retaliate', 'bulldoze', 'dragon-tail', 'confide', 'thousand-arrows', 'thousand-waves', 'lands-wrath', 'high-horsepower', 'core-enforcer', 'stomping-tantrum', 'breaking-swipe', 'scale-shot', 'skitter-smack', 'scorching-sands']",カロスちほうの　せいたいけいが くずれると　すがたを　あらわして ひめた　ちからを　はっきするらしい。
diancie,['clear-body'],"['rock', 'fairy']",['no-eggs'],"['tackle', 'body-slam', 'take-down', 'hyper-beam', 'rock-throw', 'toxic', 'psychic', 'double-team', 'harden', 'light-screen', 'reflect', 'metronome', 'swift', 'amnesia', 'flash', 'explosion', 'rest', 'rock-slide', 'sharpen', 'substitute', 'snore', 'flail', 'protect', 'spikes', 'sandstorm', 'endure', 'charm', 'swagger', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'baton-pass', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'hail', 'facade', 'nature-power', 'helping-hand', 'endeavor', 'skill-swap', 'secret-power', 'fake-tears', 'rock-tomb', 'sand-tomb', 'iron-defense', 'covet', 'calm-mind', 'gravity', 'gyro-ball', 'guard-swap', 'last-resort', 'magnet-rise', 'rock-polish', 'power-gem', 'earth-power', 'giga-impact', 'flash-cannon', 'trick-room', 'stone-edge', 'stealth-rock', 'guard-split', 'wonder-room', 'psyshock', 'telekinesis', 'smack-down', 'after-you', 'round', 'stored-power', 'ally-switch', 'bulldoze', 'draining-kiss', 'play-rough', 'moonblast', 'confide', 'diamond-storm', 'mystical-fire', 'dazzling-gleam', 'body-press', 'meteor-beam', 'misty-explosion', 'terrain-pulse', 'tera-blast', 'snowscape']",メレシーの　とつぜんへんい。 ピンクいろに　かがやく　からだは せかいいち　うつくしいと　いわれる。
hoopa,['magician'],"['psychic', 'ghost']",['no-eggs'],"['fire-punch', 'ice-punch', 'thunder-punch', 'take-down', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'double-team', 'light-screen', 'reflect', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'destiny-bond', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'torment', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'astonish', 'rock-tomb', 'signal-beam', 'block', 'covet', 'calm-mind', 'shock-wave', 'gravity', 'embargo', 'fling', 'last-resort', 'dark-pulse', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'trick-room', 'gunk-shot', 'grass-knot', 'charge-beam', 'guard-split', 'power-split', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'ally-switch', 'quash', 'dual-chop', 'phantom-force', 'confide', 'hyperspace-hole', 'power-up-punch', 'laser-focus', 'throat-chop', 'psychic-terrain', 'tera-blast']",くうかんを　ゆがめる　リングで あらゆる　ものを　はなれた　ばしょへ とばしてしまう　トラブルメーカー。
volcanion,['water-absorb'],"['fire', 'water']",['no-eggs'],"['cut', 'stomp', 'body-slam', 'take-down', 'leer', 'roar', 'flamethrower', 'mist', 'water-gun', 'hydro-pump', 'hyper-beam', 'strength', 'solar-beam', 'fire-spin', 'earthquake', 'dig', 'toxic', 'double-team', 'haze', 'focus-energy', 'self-destruct', 'fire-blast', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'sludge-bomb', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'taunt', 'superpower', 'brick-break', 'secret-power', 'weather-ball', 'overheat', 'rock-tomb', 'mud-shot', 'water-pulse', 'gyro-ball', 'fling', 'flare-blitz', 'focus-blast', 'earth-power', 'giga-impact', 'thunder-fang', 'fire-fang', 'flash-cannon', 'defog', 'stone-edge', 'smack-down', 'sludge-wave', 'heavy-slam', 'flame-charge', 'round', 'scald', 'incinerate', 'bulldoze', 'wild-charge', 'heat-crash', 'misty-terrain', 'confide', 'steam-eruption', 'stomping-tantrum', 'liquidation', 'body-press', 'scorching-sands', 'tera-blast']",Expulsa vapor y desaparece entre la densa niebla. Dicen que habita en montañas solitarias.
rowlet,"['overgrow', 'long-reach']","['grass', 'flying']",['flying'],"['swords-dance', 'fury-attack', 'tackle', 'take-down', 'growl', 'peck', 'razor-leaf', 'solar-beam', 'toxic', 'night-shade', 'double-team', 'confuse-ray', 'light-screen', 'haze', 'swift', 'sky-attack', 'rest', 'substitute', 'snore', 'curse', 'protect', 'foresight', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'knock-off', 'feather-dance', 'astonish', 'air-cutter', 'bullet-seed', 'aerial-ace', 'covet', 'magical-leaf', 'leaf-blade', 'roost', 'pluck', 'worry-seed', 'sucker-punch', 'seed-bomb', 'air-slash', 'energy-ball', 'brave-bird', 'nasty-plot', 'shadow-claw', 'shadow-sneak', 'defog', 'leaf-storm', 'grass-knot', 'ominous-wind', 'round', 'echoed-voice', 'grass-pledge', 'work-up', 'grassy-terrain', 'confide', 'leafage', 'grassy-glide', 'dual-wingbeat', 'tera-blast', 'trailblaze']",けいかいしんが　つよい。　ひるは こうごうせいで　ちからを　ためて よるに　なったら　かつどうかいし。
dartrix,"['overgrow', 'long-reach']","['grass', 'flying']",['flying'],"['swords-dance', 'fury-attack', 'tackle', 'take-down', 'growl', 'peck', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'light-screen', 'swift', 'sky-attack', 'rest', 'substitute', 'snore', 'protect', 'foresight', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'feather-dance', 'astonish', 'air-cutter', 'bullet-seed', 'aerial-ace', 'covet', 'magical-leaf', 'leaf-blade', 'roost', 'pluck', 'tailwind', 'worry-seed', 'sucker-punch', 'seed-bomb', 'air-slash', 'energy-ball', 'brave-bird', 'nasty-plot', 'shadow-claw', 'shadow-sneak', 'defog', 'leaf-storm', 'grass-knot', 'ominous-wind', 'round', 'echoed-voice', 'grass-pledge', 'work-up', 'grassy-terrain', 'confide', 'leafage', 'grassy-glide', 'dual-wingbeat', 'tera-blast', 'trailblaze']",きどりやで　ひまが　あれば　つばさの ていれ。　うもうの　よごれが　きに なりすぎて　たたかえないことも。
